Fighter,W/L,Opponent,Knockdowns,Strikes,Takedowns,SubmissionAttempts,Event,Method,Round,Date
Kamaru Usman,win,Alexander Yakovlev,"0
","41
","5
","0
","UFC on FOX: Holm vs. Shevchenko
          


          
          Jul. 23, 2016",U-DEC,3,5:00
Kamaru Usman,win,Leon Edwards,"0
","48
","6
","0
","UFC on FOX: Dos Anjos vs. Cowboy 2
          


          
          Dec. 19, 2015",U-DEC,3,5:00
Kamaru Usman,win,Hayder Hassan,"0
","15
","6
","1
","The Ultimate Fighter: American Top Team vs. Blackzilians Finale
          



          
          Jul. 12, 2015","SUB
",2,1:19
Mohammed Usman,loss,Thomas Petersen,"0
","63
","0
","0
","UFC Fight Night: Lemos vs. Jandiroba
          


          
          Jul. 20, 2024",U-DEC,3,5:00
Mohammed Usman,loss,Mick Parkin,"0
","57
","0
","0
","UFC Fight Night: Ribas vs. Namajunas
          


          
          Mar. 23, 2024",U-DEC,3,5:00
Mohammed Usman,win,Jake Collier,"0
","85
","1
","0
","UFC Fight Night: Fiziev vs. Gamrot
          


          
          Sep. 23, 2023",U-DEC,3,5:00
Mohammed Usman,win,Junior Tafa,"0
","7
","2
","0
","UFC Fight Night: Pavlovich vs. Blaydes
          


          
          Apr. 22, 2023",U-DEC,3,5:00
Mohammed Usman,win,Zac Pauga,"1
","12
","0
","0
","UFC Fight Night: Santos vs. Hill
          


          
          Aug. 06, 2022","KO/TKO
",2,0:36
Darren Uyenoyama,loss,Alptekin Ozkilic,"0
","33
","2
","0
","UFC on FOX: Johnson vs. Benavidez 2
          


          
          Dec. 14, 2013",S-DEC,3,5:00
Darren Uyenoyama,loss,Joseph Benavidez,"0
","11
","0
","0
","UFC on FOX: Henderson vs Melendez
          


          
          Apr. 20, 2013","KO/TKO
",2,4:50
Darren Uyenoyama,win,Phil Harris,"0
","7
","0
","2
","UFC on FX: Browne vs Bigfoot
          


          
          Oct. 05, 2012","SUB
",2,3:38
Darren Uyenoyama,win,Norifumi Yamamoto,"0
","15
","2
","1
","UFC on FOX: Velasquez vs Dos Santos
          


          
          Nov. 12, 2011",U-DEC,3,5:00
Darren Uyenoyama,win,Brad Royster,"--
","--
","--
","--
","Strikeforce - Destruction
          


          
          Nov. 21, 2008",U-DEC,3,5:00
Darren Uyenoyama,loss,Hideo Tokoro,"0
","19
","2
","0
","DREAM 4: Middleweight Grand Prix 2008 2nd Round
          


          
          Jun. 15, 2008",U-DEC,2,5:00
Darren Uyenoyama,win,Anthony Figueroa,"--
","--
","--
","--
","Strikeforce - Shamrock vs. Le
          


          
          Mar. 29, 2008","SUB
",1,1:27
Darren Uyenoyama,win,Andrew Valladerez,"--
","--
","--
","--
","Strikeforce - Young Guns 2
          


          
          Feb. 01, 2008","SUB
",1,0:59
Richie Vaculik,loss,Danny Martinez,"0
","63
","3
","0
","UFC 193: Rousey vs Holm
          


          
          Nov. 14, 2015",U-DEC,3,5:00
Richie Vaculik,loss,Louis Smolka,"0
","74
","2
","1
","UFC Fight Night: Rockhold vs Bisping
          


          
          Nov. 07, 2014","KO/TKO
",3,0:18
Richie Vaculik,win,Roldan Sangcha'an,"0
","27
","4
","2
","UFC Fight Night: Te Huna vs Marquardt
          


          
          Jun. 28, 2014",U-DEC,3,5:00
Richie Vaculik,loss,Justin Scoggins,"0
","2
","0
","0
","UFC Fight Night: Hunt vs Bigfoot
          


          
          Dec. 06, 2013","KO/TKO
",1,4:43
Artem Vakhitov,win,Islem Masraf,"1
","17
","0
","0
","DWCS 8.9
          


          
          Oct. 08, 2024","KO/TKO
",1,4:23
Egidijus Valavicius,loss,Yasuhito Namekawa,"0
","0
","0
","0
","PRIDE Bushido 2
          


          
          Feb. 15, 2004","SUB
",1,1:05
Genaro Valdez,loss,Evan Elder,"1
","64
","0
","0
","UFC Fight Night: Holm vs. Bueno Silva
          


          
          Jul. 15, 2023",U-DEC,3,5:00
Genaro Valdez,loss,Natan Levy,"0
","49
","0
","0
","UFC Fight Night: Thompson vs. Holland
          


          
          Dec. 03, 2022",U-DEC,3,5:00
Genaro Valdez,loss,Matt Frevola,"0
","10
","0
","0
","UFC 270: Ngannou vs. Gane
          


          
          Jan. 22, 2022","KO/TKO
",1,3:15
Genaro Valdez,win,Patrik White,"1
","36
","4
","1
","DWCS 5.6
          


          
          Oct. 05, 2021","KO/TKO
",2,0:44
Charlie Valencia,loss,Ivan Menjivar,"0
","5
","0
","0
","UFC 129: St-Pierre vs Shields
          


          
          Apr. 30, 2011","KO/TKO
",1,1:30
Charlie Valencia,loss,Miguel Torres,"0
","12
","0
","0
","WEC 51: Aldo vs. Gamburyan
          


          
          Sep. 30, 2010","SUB
",2,2:25
Charlie Valencia,win,Akitoshi Tamura,"1
","42
","1
","0
","WEC 46: Varner vs. Henderson
          


          
          Jan. 10, 2010",S-DEC,3,5:00
Charlie Valencia,win,Coty Wheeler,"0
","46
","2
","0
","WEC 43: Cerrone vs. Henderson
          


          
          Oct. 10, 2009",U-DEC,3,5:00
Charlie Valencia,win,Seth Dikun,"1
","43
","4
","2
","WEC 38: Varner vs. Cerrone
          


          
          Jan. 25, 2009",U-DEC,3,5:00
Charlie Valencia,loss,Dominick Cruz,"0
","33
","0
","0
","WEC 34: Faber vs. Pulver
          


          
          Jun. 01, 2008",U-DEC,3,5:00
Charlie Valencia,loss,Yoshiro Maeda,"0
","7
","0
","0
","WEC 32: Condit vs. Prater
          


          
          Feb. 13, 2008","KO/TKO
",1,2:29
Charlie Valencia,win,Ian McCall,"1
","9
","1
","1
","WEC 31: Faber vs. Curran
          


          
          Dec. 12, 2007","SUB
",1,3:19
Charlie Valencia,loss,Brian Bowles,"0
","13
","0
","0
","WEC 28: Faber vs. Farrar
          


          
          Jun. 03, 2007","SUB
",2,2:50
Charlie Valencia,win,Antonio Banuelos,"1
","11
","0
","0
","WEC 26: Condit vs. Alessio
          


          
          Mar. 24, 2007","KO/TKO
",1,3:12
Robert Valentin,loss,Torrez Finney,"0
","23
","0
","0
","UFC Fight Night: Emmett vs. Murphy
          


          
          Apr. 05, 2025",S-DEC,3,5:00
Robert Valentin,loss,Ryan Loder,"0
","1
","0
","2
","UFC Fight Night: Cannonier vs. Borralho
          


          
          Aug. 24, 2024","KO/TKO
",2,1:49
Victor Valenzuela,loss,Edson Berto,"0
","1
","0
","0
","Strikeforce - Shamrock vs. Baroni
          


          
          Jun. 22, 2007","SUB
",1,0:47
Ivan Valenzuela,loss,Claudio Ribeiro,"0
","0
","0
","0
","DWCS 6.4
          


          
          Aug. 16, 2022","KO/TKO
",1,0:25
Timur Valiev,loss,Jack Shore,"0
","72
","2
","1
","UFC Fight Night: Volkov vs. Aspinall
          


          
          Mar. 19, 2022",U-DEC,3,5:00
Timur Valiev,win,Raoni Barcelos,"0
","77
","0
","0
","UFC Fight Night: Gane vs. Volkov
          


          
          Jun. 26, 2021",M-DEC,3,5:00
Timur Valiev,win,Martin Day,"0
","55
","4
","0
","UFC Fight Night: Overeem vs. Volkov
          


          
          Feb. 06, 2021",U-DEC,3,5:00
Timur Valiev,nc,Trevin Jones,"1
","66
","0
","0
","UFC Fight Night: Munhoz vs. Edgar
          


          
          Aug. 22, 2020","Overturned
",2,1:59
Victor Valimaki,loss,Alessio Sakara,"0
","0
","0
","0
","UFC 70: Nations Collide
          


          
          Apr. 21, 2007","KO/TKO
",1,1:44
Victor Valimaki,loss,David Heath,"0
","66
","1
","0
","UFC Fight Night: Sanchez vs Riggs
          


          
          Dec. 13, 2006",S-DEC,3,5:00
Andrew Valladerez,loss,Darren Uyenoyama,"--
","--
","--
","--
","Strikeforce - Young Guns 2
          


          
          Feb. 01, 2008","SUB
",1,0:59
Andrew Valladerez,loss,Chris Cariaso,"--
","--
","--
","--
","Strikeforce - Young Guns
          


          
          Feb. 10, 2007",U-DEC,3,3:00
Kevin Vallejos,win,SeungWoo Choi,"1
","14
","0
","0
","UFC Fight Night: Vettori vs. Dolidze 2
          


          
          Mar. 15, 2025","KO/TKO
",1,3:09
Kevin Vallejos,win,Cam Teague,"1
","48
","0
","0
","DWCS 8.7
          


          
          Sep. 24, 2024","KO/TKO
",1,2:23
Kevin Vallejos,loss,Jean Silva,"0
","71
","0
","0
","DWCS 7.5
          


          
          Sep. 05, 2023",U-DEC,3,5:00
Isaac Vallie-Flagg,loss,Matt Wiman,"0
","80
","0
","0
","UFC Fight Night: Edgar vs Swanson
          


          
          Nov. 22, 2014",U-DEC,3,5:00
Isaac Vallie-Flagg,loss,Takanori Gomi,"0
","107
","1
","0
","UFC 172: Jones vs Teixeira
          


          
          Apr. 26, 2014",U-DEC,3,5:00
Isaac Vallie-Flagg,loss,Elias Silverio,"0
","21
","0
","0
","UFC Fight Night: Rockhold vs Philippou
          


          
          Jan. 15, 2014",U-DEC,3,5:00
Isaac Vallie-Flagg,win,Yves Edwards,"0
","76
","0
","0
","UFC 156: Aldo vs Edgar
          


          
          Feb. 02, 2013",S-DEC,3,5:00
Isaac Vallie-Flagg,win,Gesias Cavalcante,"0
","133
","0
","0
","Strikeforce - Barnett vs Cormier
          


          
          May. 19, 2012",S-DEC,3,5:00
