Fighter,W/L,Opponent,Knockdowns,Strikes,Takedowns,SubmissionAttempts,Event,Method,Round,Date
Raquel Pa'aluhi,loss,Sara McMann,"0
","22
","0
","0
","ProElite 1: Arlovski vs. Lopez
          


          
          Aug. 27, 2011","SUB
",3,2:53
Nick Pace,loss,Miguel Torres,"0
","31
","1
","0
","UFC 139: Shogun vs Henderson
          


          
          Nov. 19, 2011",U-DEC,3,5:00
Nick Pace,loss,Ivan Menjivar,"0
","31
","2
","1
","UFC 133: Evans vs Ortiz 2
          


          
          Aug. 06, 2011",U-DEC,3,5:00
Nick Pace,win,Will Campuzano,"0
","18
","7
","1
","The Ultimate Fighter: Team GSP vs Team Koscheck Finale
          


          
          Dec. 04, 2010","SUB
",3,4:33
Nick Pace,loss,Demetrious Johnson,"0
","8
","0
","0
","WEC 51: Aldo vs. Gamburyan
          


          
          Sep. 30, 2010",U-DEC,3,5:00
Larissa Pacheco,loss,Germaine de Randamie,"0
","8
","0
","0
","UFC 185: Pettis vs Dos Anjos
          


          
          Mar. 14, 2015","KO/TKO
",2,2:02
Larissa Pacheco,loss,Jessica Andrade,"0
","6
","0
","0
","UFC Fight Night: Bigfoot vs Arlovski
          


          
          Sep. 13, 2014","SUB
",1,4:33
Angel Pacheco,loss,Caolan Loughran,"0
","88
","0
","0
","UFC Fight Night: Blanchfield vs. Fiorot
          


          
          Mar. 30, 2024",U-DEC,3,5:00
Angel Pacheco,loss,Danny Silva,"0
","197
","0
","0
","DWCS 7.8
          


          
          Sep. 26, 2023",U-DEC,3,5:00
Teemu Packalen,loss,Ottman Azaitar,"0
","8
","0
","0
","UFC 242: Khabib vs. Poirier
          


          
          Sep. 07, 2019","KO/TKO
",1,3:33
Teemu Packalen,loss,Marc Diakiese,"0
","1
","0
","0
","UFC Fight Night: Manuwa vs. Anderson
          


          
          Mar. 18, 2017","KO/TKO
",1,0:30
Teemu Packalen,win,Thibault Gouti,"1
","6
","0
","1
","UFC Fight Night: Silva vs Bisping
          


          
          Feb. 27, 2016","SUB
",1,0:24
Teemu Packalen,loss,Mickael Lebout,"0
","35
","3
","1
","UFC Fight Night: Bisping vs Leites
          


          
          Jul. 18, 2015",U-DEC,3,5:00
Cyrillo Padilha,loss,Bobby Stack,"--
","--
","--
","--
","Strikeforce - Destruction
          


          
          Nov. 21, 2008",U-DEC,3,5:00
Cyrillo Padilha,win,Jesse Jones,"--
","--
","--
","--
","Strikeforce - Melendez vs. Thomson
          


          
          Jun. 27, 2008",U-DEC,3,3:00
Gary Padilla,loss,Ariel Gandulla,"0
","33
","0
","0
","WEC 27: Marshall vs. McElfresh
          


          
          May. 12, 2007",S-DEC,3,5:00
Fernando Padilla,loss,Sean Woodson,"0
","22
","0
","0
","UFC Fight Night: Covington vs. Buckley
          


          
          Dec. 14, 2024","KO/TKO
",1,4:58
Fernando Padilla,win,Luis Pajuelo,"1
","34
","0
","1
","UFC Fight Night: Ribas vs. Namajunas
          


          
          Mar. 23, 2024","SUB
",1,2:45
Fernando Padilla,loss,Kyle Nelson,"0
","72
","0
","0
","UFC Fight Night: Grasso vs. Shevchenko 2
          


          
          Sep. 16, 2023",U-DEC,3,5:00
Fernando Padilla,win,Julian Erosa,"1
","20
","0
","0
","UFC Fight Night: Song vs. Simon
          


          
          Apr. 29, 2023","KO/TKO
",1,1:41
Chris Padilla,win,Jai Herbert,"0
","39
","0
","0
","UFC Fight Night: Edwards vs. Brady
          


          
          Mar. 22, 2025",S-DEC,3,5:00
Chris Padilla,win,Rongzhu,"0
","68
","0
","0
","UFC Fight Night: Burns vs. Brady
          


          
          Sep. 07, 2024",KO/TKO,2,4:14
Chris Padilla,win,James Llontop,"0
","12
","3
","1
","UFC Fight Night: Nicolau vs. Perez
          


          
          Apr. 27, 2024","SUB
",1,4:33
Damacio Page,loss,Alex Caceres,"0
","7
","2
","0
","UFC on FUEL TV: Munoz vs Weidman
          


          
          Jul. 11, 2012","SUB
",2,1:27
Damacio Page,loss,Brad Pickett,"0
","23
","1
","1
","UFC on FUEL TV: Gustafsson vs Silva
          


          
          Apr. 14, 2012","SUB
",2,4:05
Damacio Page,loss,Brian Bowles,"0
","17
","0
","0
","UFC Live: Sanchez vs Kampmann
          


          
          Mar. 03, 2011","SUB
",1,3:30
Damacio Page,loss,Demetrious Johnson,"0
","12
","4
","0
","WEC 52: Faber vs. Mizugaki
          


          
          Nov. 11, 2010","SUB
",3,2:27
Damacio Page,win,Will Campuzano,"0
","5
","1
","2
","WEC 43: Cerrone vs. Henderson
          


          
          Oct. 10, 2009","SUB
",1,1:02
