Fighter,W/L,Opponent,Knockdowns,Strikes,Takedowns,SubmissionAttempts,Event,Method,Round,Date
Dong Hyun Ma,loss,Omar Morales,"0
","15
","0
","0
","UFC Fight Night: Edgar vs. The Korean Zombie
          


          
          Dec. 21, 2019",U-DEC,3,5:00
Dong Hyun Ma,loss,Scott Holtzman,"0
","16
","1
","0
","UFC Fight Night: Covington vs. Lawler
          


          
          Aug. 03, 2019",KO/TKO,2,5:00
Dong Hyun Ma,loss,Devonte Smith,"0
","1
","0
","0
","UFC 234: Adesanya vs. Silva
          


          
          Feb. 09, 2019","KO/TKO
",1,3:53
Dong Hyun Ma,win,Damien Brown,"0
","67
","0
","0
","UFC 221: Romero vs. Rockhold
          


          
          Feb. 10, 2018",S-DEC,3,5:00
Dong Hyun Ma,win,Takanori Gomi,"1
","13
","0
","0
","UFC Fight Night: Saint Preux vs. Okami
          


          
          Sep. 22, 2017","KO/TKO
",1,1:30
Dong Hyun Ma,win,Brendan O'Reilly,"0
","21
","4
","0
","The Ultimate Fighter: Tournament of Champions Finale
          


          
          Dec. 03, 2016",U-DEC,3,5:00
Dong Hyun Ma,loss,Marco Polo Reyes,"0
","83
","2
","0
","UFC 199: Rockhold vs. Bisping 2
          


          
          Jun. 04, 2016","KO/TKO
",3,1:52
Dong Hyun Ma,loss,Dominique Steele,"0
","19
","0
","0
","UFC Fight Night: Henderson vs Masvidal
          


          
          Nov. 28, 2015","KO/TKO
",3,0:27
Pawan Maan,loss,Jeka Saragih,"0
","11
","0
","0
","Road to UFC 1.2
          


          
          Jun. 09, 2022","KO/TKO
",3,2:24
William Macario,loss,Matt Dwyer,"0
","8
","0
","0
","UFC Fight Night: Bigfoot vs Mir
          


          
          Feb. 22, 2015","KO/TKO
",1,3:14
William Macario,loss,Neil Magny,"0
","24
","0
","0
","UFC 179: Aldo vs Mendes 2
          


          
          Oct. 25, 2014","KO/TKO
",3,2:40
William Macario,win,Bobby Voelker,"0
","133
","3
","0
","UFC 168: Weidman vs Silva 2
          


          
          Dec. 28, 2013",U-DEC,3,5:00
William Macario,loss,Leonardo Santos,"0
","35
","2
","0
","UFC on FUEL TV: Nogueira vs. Werdum
          



          
          Jun. 08, 2013","SUB
",2,4:43
Jason MacDonald,loss,Tom Lawlor,"0
","1
","0
","0
","UFC on FUEL TV: Korean Zombie vs Poirier
          


          
          May. 15, 2012","KO/TKO
",1,0:50
Jason MacDonald,loss,Alan Belcher,"0
","2
","0
","0
","UFC Fight Night: Shields vs Ellenberger
          


          
          Sep. 17, 2011","KO/TKO
",1,3:48
Jason MacDonald,win,Ryan Jensen,"0
","0
","0
","1
","UFC 129: St-Pierre vs Shields
          


          
          Apr. 30, 2011","SUB
",1,1:37
Jason MacDonald,loss,John Salter,"0
","5
","0
","0
","UFC 113: Machida vs Shogun 2
          


          
          May. 08, 2010",KO/TKO,1,2:42
Jason MacDonald,loss,Nate Quarry,"0
","1
","0
","0
","UFC 97: Redemption
          


          
          Apr. 18, 2009","KO/TKO
",1,2:27
Jason MacDonald,loss,Wilson Gouveia,"0
","6
","1
","0
","The Ultimate Fighter: Team Nogueira vs. Team Mir Finale
          


          
          Dec. 13, 2008","KO/TKO
",1,2:18
Jason MacDonald,win,Jason Lambert,"0
","10
","2
","1
","UFC 88: Breakthrough
          


          
          Sep. 06, 2008","SUB
",2,1:20
Jason MacDonald,loss,Demian Maia,"0
","7
","0
","4
","UFC 87: Seek And Destroy
          


          
          Aug. 09, 2008","SUB
",3,2:44
Jason MacDonald,win,Joe Doerksen,"0
","13
","1
","2
","UFC 83: Serra vs St-Pierre 2
          


          
          Apr. 19, 2008","KO/TKO
",2,0:54
Jason MacDonald,loss,Yushin Okami,"0
","25
","0
","0
","UFC 77: Hostile Territory
          


          
          Oct. 20, 2007",U-DEC,3,5:00
Jason MacDonald,win,Rory Singer,"0
","30
","2
","0
","UFC 72: Victory
          


          
          Jun. 16, 2007","KO/TKO
",2,3:18
Jason MacDonald,loss,Rich Franklin,"0
","16
","1
","0
","UFC 68: The Uprising
          


          
          Mar. 03, 2007",KO/TKO,2,5:00
Jason MacDonald,win,Chris Leben,"0
","9
","1
","1
","UFC 66: Liddell vs Ortiz 2
          


          
          Dec. 30, 2006","SUB
",2,4:03
Jason MacDonald,win,Ed Herman,"0
","5
","0
","2
","Ortiz vs Shamrock 3: The Final Chapter
          


          
          Oct. 10, 2006","SUB
",1,2:43
Rob MacDonald,loss,Eric Schafer,"0
","2
","0
","0
","UFC 62: Liddell vs Sobral
          


          
          Aug. 26, 2006","SUB
",1,2:26
Rob MacDonald,win,Kristian Rothaermel,"0
","10
","4
","3
","UFC Fight Night 5
          


          
          Jun. 28, 2006","SUB
",1,4:01
Rob MacDonald,loss,Jason Lambert,"0
","3
","0
","0
","UFC 58: USA vs Canada
          


          
          Mar. 04, 2006","SUB
",1,1:54
Rory MacDonald,loss,Stephen Thompson,"0
","61
","0
","0
","UFC Fight Night: MacDonald vs Thompson
          


          
          Jun. 18, 2016",U-DEC,5,5:00
Rory MacDonald,loss,Robbie Lawler,"0
","86
","0
","0
","UFC 189: Mendes vs McGregor
          



          
          Jul. 11, 2015","KO/TKO
",5,1:00
Rory MacDonald,win,Tarec Saffiedine,"1
","47
","1
","0
","UFC Fight Night: MacDonald vs Saffiedine
          


          
          Oct. 04, 2014","KO/TKO
",3,1:28
Rory MacDonald,win,Tyron Woodley,"0
","49
","1
","0
","UFC 174: Johnson vs Bagautinov
          


          
          Jun. 14, 2014",U-DEC,3,5:00
Rory MacDonald,win,Demian Maia,"0
","75
","0
","0
","UFC 170: Rousey vs McMann
          


          
          Feb. 22, 2014",U-DEC,3,5:00
Rory MacDonald,loss,Robbie Lawler,"0
","37
","4
","1
","UFC 167: St-Pierre vs Hendricks
          


          
          Nov. 16, 2013",S-DEC,3,5:00
Rory MacDonald,win,Jake Ellenberger,"0
","46
","0
","0
","UFC on FOX: Johnson vs Moraga
          


          
          Jul. 27, 2013",U-DEC,3,5:00
Rory MacDonald,win,BJ Penn,"0
","116
","1
","0
","UFC on FOX: Henderson vs Diaz
          


          
          Dec. 08, 2012",U-DEC,3,5:00
Rory MacDonald,win,Che Mills,"0
","47
","2
","0
","UFC 145: Jones vs Evans
          


          
          Apr. 21, 2012","KO/TKO
",2,2:20
Rory MacDonald,win,Mike Pyle,"0
","24
","0
","2
","UFC 133: Evans vs Ortiz 2
          


          
          Aug. 06, 2011","KO/TKO
",1,3:54
Rory MacDonald,win,Nate Diaz,"0
","42
","7
","0
","UFC 129: St-Pierre vs Shields
          


          
          Apr. 30, 2011",U-DEC,3,5:00
Rory MacDonald,loss,Carlos Condit,"0
","29
","3
","0
","UFC 115: Liddell vs Franklin
          


          
          Jun. 12, 2010","KO/TKO
",3,4:53
Rory MacDonald,win,Mike Guymon,"0
","8
","2
","2
","UFC Fight Night: Maynard vs Diaz
          


          
          Jan. 11, 2010","SUB
",1,4:27
Ryan MacDonald,loss,Louis Smolka,"0
","30
","0
","0
","UFC Fight Night: Cowboy vs. Gaethje
          


          
          Sep. 14, 2019","KO/TKO
",1,4:43
Ryan MacDonald,loss,Chris Gutierrez,"0
","15
","0
","0
","UFC Fight Night: Thompson vs. Pettis
          


          
          Mar. 23, 2019",U-DEC,3,5:00
Valesca Machado,loss,Piera Rodriguez,"0
","36
","0
","0
","DWCS 5.8
          


          
          Oct. 19, 2021",U-DEC,3,5:00
Caio Machado,loss,Brendson Ribeiro,"0
","76
","0
","0
","UFC Fight Night: Moreno vs. Albazi
          


          
          Nov. 02, 2024",S-DEC,3,5:00
Caio Machado,loss,Don'Tale Mayes,"0
","76
","0
","0
","UFC Fight Night: Nicolau vs. Perez
          


          
          Apr. 27, 2024",U-DEC,3,5:00
Caio Machado,loss,Mick Parkin,"0
","76
","0
","0
","UFC Fight Night: Allen vs. Craig
          


          
          Nov. 18, 2023",U-DEC,3,5:00
Caio Machado,win,Kevin Szaflarski,"0
","121
","0
","0
","DWCS 7.1
          


          
          Aug. 08, 2023",U-DEC,3,5:00
Ian Machado Garry,win,Carlos Prates,"0
","126
","4
","0
","UFC Fight Night: Machado Garry vs. Prates
          


          
          Apr. 26, 2025",U-DEC,5,5:00
Ian Machado Garry,loss,Shavkat Rakhmonov,"0
","42
","1
","2
","UFC 310: Pantoja vs. Asakura
          


          
          Dec. 07, 2024",U-DEC,5,5:00
Ian Machado Garry,win,Michael Page,"0
","19
","2
","2
","UFC 303: Pereira vs. Prochazka 2
          


          
          Jun. 29, 2024",U-DEC,3,5:00
Ian Machado Garry,win,Geoff Neal,"0
","67
","0
","0
","UFC 298: Volkanovski vs. Topuria
          


          
          Feb. 17, 2024",S-DEC,3,5:00
Ian Machado Garry,win,Neil Magny,"0
","91
","2
","0
","UFC 292: Sterling vs. O'Malley
          


          
          Aug. 19, 2023",U-DEC,3,5:00
Ian Machado Garry,win,Daniel Rodriguez,"1
","23
","0
","0
","UFC Fight Night: Rozenstruik vs. Almeida
          


          
          May. 13, 2023","KO/TKO
",1,2:57
Ian Machado Garry,win,Song Kenan,"1
","127
","0
","0
","UFC 285: Jones vs. Gane
          


          
          Mar. 04, 2023","KO/TKO
",3,4:22
Ian Machado Garry,win,Gabe Green,"1
","116
","1
","0
","UFC 276: Adesanya vs. Cannonier
          


          
          Jul. 02, 2022",U-DEC,3,5:00
Ian Machado Garry,win,Darian Weeks,"0
","74
","0
","0
","UFC 273: Volkanovski vs. The Korean Zombie
          


          
          Apr. 09, 2022",U-DEC,3,5:00
Ian Machado Garry,win,Jordan Williams,"1
","18
","0
","0
","UFC 268: Usman vs. Covington 2
          


          
          Nov. 06, 2021","KO/TKO
",1,4:59
Lyoto Machida,win,Vitor Belfort,"1
","11
","0
","0
","UFC 224: Nunes vs. Pennington
          


          
          May. 12, 2018","KO/TKO
",2,1:00
Lyoto Machida,win,Eryk Anders,"0
","62
","0
","0
","UFC Fight Night: Machida vs. Anders
          


          
          Feb. 03, 2018",S-DEC,5,5:00
Lyoto Machida,loss,Derek Brunson,"0
","3
","0
","0
","UFC Fight Night: Brunson vs. Machida
          


          
          Oct. 28, 2017","KO/TKO
",1,2:30
Lyoto Machida,loss,Yoel Romero,"0
","31
","0
","0
","UFC Fight Night: Machida vs Romero
          


          
          Jun. 27, 2015","KO/TKO
",3,1:38
Lyoto Machida,loss,Luke Rockhold,"0
","13
","0
","0
","UFC on FOX: Machida vs Rockhold
          


          
          Apr. 18, 2015","SUB
",2,2:31
Lyoto Machida,win,CB Dollaway,"1
","12
","0
","0
","UFC Fight Night: Machida vs Dollaway
          


          
          Dec. 20, 2014","KO/TKO
",1,1:02
Lyoto Machida,loss,Chris Weidman,"0
","58
","0
","0
","UFC 175: Weidman vs Machida
          



          
          Jul. 05, 2014",U-DEC,5,5:00
Lyoto Machida,win,Gegard Mousasi,"0
","28
","1
","0
","UFC Fight Night: Machida vs Mousasi
          


          
          Feb. 15, 2014",U-DEC,5,5:00
Lyoto Machida,win,Mark Munoz,"1
","5
","0
","0
","UFC Fight Night: Machida vs Munoz
          


          
          Oct. 26, 2013","KO/TKO
",1,3:10
Lyoto Machida,loss,Phil Davis,"0
","27
","0
","0
","UFC 163: Aldo vs Jung
          


          
          Aug. 03, 2013",U-DEC,3,5:00
Lyoto Machida,win,Dan Henderson,"0
","27
","1
","0
","UFC 157: Rousey vs Carmouche
          


          
          Feb. 23, 2013",S-DEC,3,5:00
Lyoto Machida,win,Ryan Bader,"1
","21
","0
","0
","UFC on FOX: Shogun vs Vera
          


          
          Aug. 04, 2012","KO/TKO
",2,1:32
Lyoto Machida,loss,Jon Jones,"0
","13
","0
","0
","UFC 140: Jones vs Machida
          



          
          Dec. 10, 2011","SUB
",2,4:26
Lyoto Machida,win,Randy Couture,"1
","15
","0
","0
","UFC 129: St-Pierre vs Shields
          


          
          Apr. 30, 2011","KO/TKO
",2,1:05
Lyoto Machida,loss,Quinton Jackson,"0
","33
","1
","1
","UFC 123: Rampage vs Machida
          


          
          Nov. 20, 2010",S-DEC,3,5:00
Lyoto Machida,loss,Mauricio Rua,"0
","9
","2
","0
","UFC 113: Machida vs Shogun 2
          



          
          May. 08, 2010","KO/TKO
",1,3:35
Lyoto Machida,win,Mauricio Rua,"0
","35
","0
","0
","UFC 104: Machida vs Shogun
          



          
          Oct. 24, 2009",U-DEC,5,5:00
Lyoto Machida,win,Rashad Evans,"3
","28
","0
","0
","UFC 98: Evans vs Machida
          



          
          May. 23, 2009","KO/TKO
",2,3:57
Lyoto Machida,win,Thiago Silva,"2
","24
","2
","0
","UFC 94: St-Pierre vs Penn 2
          


          
          Jan. 31, 2009","KO/TKO
",1,4:59
Lyoto Machida,win,Tito Ortiz,"1
","41
","1
","0
","UFC 84: Ill Will
          


          
          May. 24, 2008",U-DEC,3,5:00
Lyoto Machida,win,Rameau Thierry Sokoudjou,"1
","21
","0
","5
","UFC 79: Nemesis
          


          
          Dec. 29, 2007","SUB
",2,4:20
Lyoto Machida,win,Kazuhiro Nakamura,"0
","70
","2
","1
","UFC 76: Knockout
          


          
          Sep. 22, 2007",U-DEC,3,5:00
Lyoto Machida,win,David Heath,"1
","67
","0
","1
","UFC 70: Nations Collide
          


          
          Apr. 21, 2007",U-DEC,3,5:00
Lyoto Machida,win,Sam Hoger,"1
","62
","4
","0
","UFC 67: All or Nothing
          


          
          Feb. 03, 2007",U-DEC,3,5:00
Lyoto Machida,win,Vernon White,"0
","26
","2
","0
","WFA - King of the Streets
          


          
          Jul. 22, 2006",U-DEC,3,5:00
Lyoto Machida,win,Dimitiri Wanderley,"1
","56
","1
","0
","Jungle Fight 6
          


          
          Apr. 29, 2006",KO/TKO,3,2:59
Lyoto Machida,win,BJ Penn,"0
","53
","3
","0
","K-1 Hero's 1
          


          
          Mar. 26, 2005",U-DEC,3,5:00
Lyoto Machida,win,Sam Greco,"0
","20
","3
","0
","K-1 ROMANEX
          


          
          May. 22, 2004",S-DEC,3,5:00
Lyoto Machida,win,Michael McDonald,"0
","1
","1
","1
","K-1 Beast 2004
          


          
          Mar. 14, 2004","SUB
",1,2:30
Lyoto Machida,win,Rich Franklin,"2
","24
","1
","0
","Inoki Bom-Ba-Ye 2003
          


          
          Dec. 31, 2003","KO/TKO
",2,1:03
